58|84
58|35
58|32
58|42
52|32
52|57
52|11
52|14
52|23
52|68
52|44
52|55
52|43
52|91
52|76
52|54
52|18
52|51
52|61
52|65
52|82
52|58
52|46
52|62
52|39
52|38
52|92
52|86
76|99
76|62
76|82
76|73
76|46
76|42
76|61
76|32
76|54
76|44
76|93
76|63
76|38
76|57
76|51
76|43
76|91
76|14
76|65
76|58
76|39
76|23
76|92
76|11
38|77
38|99
38|84
38|35
38|66
38|65
38|43
38|28
38|46
38|92
38|67
38|97
38|82
38|32
38|42
38|39
38|19
38|26
38|63
38|37
38|93
38|11
38|71
38|73
44|57
44|32
44|63
44|77
44|51
44|67
44|65
44|58
44|23
44|84
44|93
44|73
44|82
44|11
44|92
44|42
44|39
44|62
44|99
44|43
44|54
44|46
44|38
44|91
62|77
62|42
62|73
62|84
62|43
62|11
62|32
62|35
62|67
62|26
62|92
62|54
62|63
62|65
62|38
62|91
62|99
62|97
62|19
62|46
62|39
62|51
62|93
62|82
54|11
54|71
54|99
54|51
54|42
54|35
54|39
54|67
54|65
54|43
54|93
54|46
54|77
54|73
54|26
54|84
54|38
54|82
54|92
54|19
54|32
54|63
54|97
54|66
43|66
43|45
43|37
43|99
43|69
43|67
43|93
43|26
43|28
43|19
43|97
43|71
43|24
43|35
43|63
43|42
43|88
43|95
43|64
43|96
43|77
43|81
43|73
43|84
24|39
24|38
24|11
24|14
24|55
24|91
24|51
24|58
24|86
24|62
24|61
24|65
24|76
24|82
24|44
24|32
24|23
24|46
24|68
24|54
24|57
24|52
24|18
24|92
37|44
37|86
37|64
37|69
37|96
37|24
37|14
37|91
37|57
37|76
37|52
37|88
37|68
37|55
37|54
37|45
37|62
37|58
37|95
37|61
37|81
37|51
37|18
37|23
39|69
39|97
39|88
39|26
39|45
39|96
39|35
39|71
39|19
39|77
39|64
39|67
39|28
39|63
39|73
39|99
39|84
39|93
39|37
39|66
39|42
39|95
39|81
39|43
82|77
82|73
82|67
82|96
82|93
82|26
82|37
82|43
82|19
82|99
82|39
82|11
82|95
82|28
82|97
82|42
82|69
82|71
82|64
82|84
82|35
82|66
82|63
82|45
81|38
81|51
81|18
81|55
81|52
81|76
81|44
81|92
81|68
81|14
81|86
81|32
81|24
81|61
81|62
81|57
81|91
81|23
81|46
81|58
81|54
81|82
81|65
81|11
71|86
71|55
71|62
71|66
71|57
71|45
71|76
71|69
71|96
71|23
71|64
71|44
71|28
71|95
71|24
71|37
71|18
71|61
71|68
71|88
71|58
71|52
71|14
71|81
99|19
99|52
99|66
99|84
99|88
99|42
99|95
99|28
99|69
99|64
99|35
99|45
99|24
99|93
99|97
99|96
99|81
99|73
99|71
99|26
99|67
99|77
99|37
99|86
32|37
32|71
32|46
32|11
32|39
32|96
32|45
32|66
32|28
32|43
32|63
32|35
32|19
32|92
32|73
32|93
32|26
32|84
32|67
32|99
32|77
32|82
32|42
32|97
26|64
26|37
26|69
26|55
26|44
26|86
26|61
26|76
26|24
26|81
26|45
26|19
26|14
26|95
26|97
26|88
26|71
26|66
26|35
26|28
26|96
26|52
26|68
26|18
14|99
14|43
14|44
14|46
14|54
14|32
14|65
14|84
14|82
14|93
14|23
14|57
14|39
14|42
14|63
14|73
14|62
14|38
14|11
14|92
14|77
14|58
14|91
14|51
57|91
57|93
57|54
57|99
57|58
57|42
57|23
57|67
57|26
57|77
57|82
57|11
57|92
57|38
57|65
57|39
57|63
57|73
57|43
57|32
57|51
57|84
57|46
57|62
18|23
18|99
18|91
18|44
18|61
18|62
18|82
18|58
18|63
18|43
18|55
18|38
18|51
18|46
18|76
18|57
18|32
18|68
18|39
18|11
18|65
18|54
18|14
18|92
96|65
96|23
96|51
96|52
96|38
96|88
96|44
96|76
96|61
96|86
96|64
96|62
96|55
96|18
96|14
96|95
96|57
96|24
96|54
96|91
96|69
96|58
96|68
96|81
68|44
68|61
68|82
68|63
68|46
68|92
68|62
68|23
68|91
68|32
68|76
68|43
68|38
68|65
68|99
68|73
68|11
68|14
68|39
68|57
68|93
68|51
68|54
68|58
77|66
77|28
77|86
77|64
77|19
77|45
77|84
77|71
77|68
77|67
77|35
77|69
77|52
77|96
77|55
77|18
77|76
77|24
77|26
77|37
77|95
77|81
77|88
77|97
88|18
88|86
88|52
88|65
88|32
88|61
88|92
88|81
88|76
88|38
88|23
88|24
88|58
88|68
88|44
88|62
88|82
88|14
88|51
88|46
88|55
88|54
88|91
88|57
51|39
51|42
51|93
51|99
51|71
51|97
51|38
51|84
51|67
51|28
51|65
51|73
51|82
51|11
51|32
51|26
51|77
51|66
51|19
51|43
51|63
51|35
51|46
51|92
86|58
86|62
86|46
86|32
86|55
86|92
86|38
86|39
86|43
86|44
86|23
86|91
86|76
86|54
86|18
86|63
86|57
86|68
86|65
86|61
86|14
86|11
86|51
86|82
64|95
64|81
64|23
64|54
64|18
64|51
64|55
64|61
64|86
64|88
64|62
64|52
64|91
64|14
64|57
64|32
64|92
64|58
64|44
64|65
64|68
64|38
64|76
64|24
95|57
95|68
95|76
95|23
95|92
95|81
95|24
95|55
95|54
95|58
95|46
95|86
95|14
95|32
95|62
95|38
95|18
95|91
95|65
95|44
95|52
95|88
95|61
92|77
92|67
92|42
92|97
92|96
92|73
92|71
92|37
92|82
92|84
92|63
92|26
92|35
92|28
92|46
92|99
92|69
92|43
92|19
92|93
92|66
92|11
55|44
55|11
55|23
55|92
55|57
55|65
55|54
55|68
55|76
55|32
55|61
55|58
55|38
55|82
55|63
55|93
55|46
55|14
55|99
55|39
55|62
46|19
46|42
46|39
46|97
46|63
46|77
46|67
46|28
46|73
46|66
46|37
46|43
46|82
46|11
46|26
46|71
46|45
46|96
46|35
46|64
11|73
11|93
11|69
11|19
11|95
11|84
11|71
11|96
11|77
11|64
11|45
11|67
11|26
11|66
11|37
11|42
11|35
11|97
11|28
66|88
66|55
66|44
66|91
66|95
66|52
66|23
66|61
66|18
66|45
66|37
66|62
66|69
66|58
66|64
66|14
66|57
66|28
19|69
19|52
19|96
19|28
19|24
19|37
19|68
19|14
19|76
19|57
19|61
19|71
19|58
19|81
19|23
19|18
19|88
45|62
45|55
45|64
45|52
45|24
45|14
45|18
45|81
45|38
45|95
45|96
45|76
45|61
45|23
45|91
45|68
84|69
84|61
84|81
84|88
84|97
84|35
84|95
84|64
84|19
84|24
84|52
84|45
84|26
84|96
84|67
67|64
67|14
67|96
67|18
67|24
67|81
67|35
67|28
67|68
67|86
67|76
67|88
67|97
67|95
63|66
63|77
63|67
63|81
63|71
63|24
63|96
63|93
63|69
63|35
63|99
63|28
63|26
91|63
91|54
91|46
91|67
91|19
91|71
91|65
91|51
91|42
91|93
91|32
91|11
69|55
69|14
69|52
69|54
69|95
69|23
69|91
69|44
69|76
69|65
69|64
97|57
97|61
97|86
97|52
97|28
97|66
97|45
97|37
97|88
97|95
28|58
28|24
28|69
28|45
28|14
28|55
28|68
28|37
28|44
42|19
42|77
42|64
42|24
42|45
42|18
42|52
42|37
35|64
35|55
35|66
35|71
35|57
35|45
35|28
73|95
73|42
73|81
73|88
73|28
73|71
61|32
61|14
61|11
61|99
61|82
93|84
93|24
93|42
93|26
65|82
65|11
65|66
23|97
23|32
58|67
